Data from Ag dilution 20 min_Absorbance_17-41-27-468.txt Node
Date: Fri Feb 03 17:41:27 EST 2023
User: UV-vis
Spectrometer: FLMS04918
Trigger mode: 0
Integration Time (sec): 1.000000E-3
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
179.23	-0
179.611	1.22401
179.992	-0
180.373	0.24995
180.754	0.40347
181.134	0.38659
181.515	0.36811
181.896	-0.13324
182.276	-0.25511
182.657	-0.40099
183.038	-0.2466
183.418	-0.20245
183.799	-0.17654
184.179	-0
184.56	0.32428
184.94	0.18837
185.32	0.19387
185.701	0.1887
186.081	0.19226
186.461	0.19846
186.842	0.18914
187.222	0.19449
187.602	0.17873
187.982	0.18272
188.362	0.1782
188.742	0.18461
189.122	0.17729
189.502	0.17462
189.882	0.17199
190.262	0.16928
190.642	0.17032
191.022	0.17179
191.402	0.17046
191.781	0.17032
192.161	0.16496
192.541	0.16589
192.92	0.16663
193.3	0.16501
193.68	0.1603
194.059	0.16073
194.439	0.15899
194.818	0.15912
195.198	0.15707
195.577	0.16462
195.957	0.1617
196.336	0.16151
196.715	0.15886
197.094	0.16316
197.474	0.16281
197.853	0.16385
198.232	0.16562
198.611	0.16106
198.99	0.15975
199.369	0.16362
199.748	0.16775
200.127	0.1754
200.506	0.17317
200.885	0.17345
201.264	0.17395
201.643	0.17889
202.022	0.18194
202.401	0.1846
202.779	0.18521
203.158	0.18703
203.537	0.18585
203.915	0.18939
204.294	0.19622
204.673	0.20115
205.051	0.19919
205.43	0.20224
205.808	0.19886
206.187	0.1973
206.565	0.2001
206.943	0.19904
207.322	0.19633
207.7	0.19765
208.078	0.19141
208.456	0.19169
208.835	0.19242
209.213	0.19209
209.591	0.18995
209.969	0.18502
210.347	0.18154
210.725	0.17929
211.103	0.18334
211.481	0.18446
211.859	0.18143
212.237	0.17445
212.614	0.17385
212.992	0.17345
213.37	0.16875
213.748	0.17089
214.125	0.17384
214.503	0.1734
214.881	0.17518
215.258	0.17717
215.636	0.17244
216.013	0.17578
216.391	0.17973
216.768	0.17775
217.145	0.17473
217.523	0.17705
217.9	0.18006
218.277	0.183
218.655	0.18369
219.032	0.17989
219.409	0.17599
219.786	0.17914
220.163	0.18149
220.54	0.17754
220.917	0.17839
221.294	0.18168
221.671	0.18208
222.048	0.18487
222.425	0.18557
222.802	0.18705
223.179	0.18489
223.556	0.18934
223.932	0.18676
224.309	0.18548
224.686	0.18835
225.062	0.1919
225.439	0.1951
225.815	0.19489
226.192	0.19723
226.568	0.19958
226.945	0.19734
227.321	0.19826
227.698	0.19661
228.074	0.19598
228.45	0.19311
228.827	0.19312
229.203	0.19156
229.579	0.1866
229.955	0.18305
230.331	0.18225
230.707	0.1797
231.083	0.18371
231.46	0.18195
231.835	0.18167
232.211	0.17917
232.587	0.17728
232.963	0.17772
233.339	0.17964
233.715	0.17859
234.091	0.17994
234.466	0.18097
234.842	0.18209
235.218	0.18529
235.593	0.18625
235.969	0.18953
236.344	0.19591
236.72	0.1977
237.095	0.19881
237.471	0.19967
237.846	0.19952
238.222	0.2042
238.597	0.20493
238.972	0.20066
239.348	0.19907
239.723	0.19877
240.098	0.20253
240.473	0.20528
240.848	0.20604
241.223	0.20165
241.598	0.20722
241.973	0.20484
242.348	0.20249
242.723	0.2069
243.098	0.20421
243.473	0.20428
243.848	0.20334
244.223	0.19903
244.597	0.19867
244.972	0.20071
245.347	0.20512
245.721	0.2076
246.096	0.20639
246.47	0.20929
246.845	0.21692
247.219	0.21315
247.594	0.21425
247.968	0.20993
248.343	0.20805
248.717	0.20563
249.091	0.20807
249.466	0.20618
249.84	0.20606
250.214	0.20756
250.588	0.20305
250.962	0.20471
251.336	0.20528
251.71	0.20364
252.084	0.20334
252.458	0.20459
252.832	0.20328
253.206	0.20291
253.58	0.20326
253.954	0.20221
254.328	0.20166
254.702	0.1951
255.075	0.20221
255.449	0.20633
255.823	0.21116
256.196	0.20888
256.57	0.21357
256.943	0.21039
257.317	0.20905
257.69	0.2111
258.064	0.21094
