Data from AgNP_Jan1_slurryTest_430nm_50mJ_60s_Absorbance_11-05-37-075.txt Node
Date: Mon Jan 30 11:05:37 EST 2023
User: UV-vis
Spectrometer: FLMS04918
Trigger mode: 0
Integration Time (sec): 1.080000E-3
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
179.23	0.18556
179.611	-0.0093
179.992	0.15757
180.373	0.21546
180.754	0.36279
181.134	0.17458
181.515	0.01996
181.896	-0.039
182.276	-0.02362
182.657	0.11739
183.038	-0.04525
183.418	-0.27075
183.799	-0.4351
184.179	-0
184.56	0.16291
184.94	0.09071
185.32	0.09124
185.701	0.09456
186.081	0.08916
186.461	0.0838
186.842	0.0932
187.222	0.08968
187.602	0.0834
187.982	0.08055
188.362	0.0832
188.742	0.07876
189.122	0.07686
189.502	0.07091
189.882	0.064
190.262	0.06385
190.642	0.06741
191.022	0.06853
191.402	0.06196
191.781	0.06188
192.161	0.06161
192.541	0.06486
192.92	0.06187
193.3	0.06044
193.68	0.06016
194.059	0.06665
194.439	0.06446
194.818	0.06604
195.198	0.06594
195.577	0.06547
195.957	0.07026
196.336	0.06955
196.715	0.06903
197.094	0.06872
197.474	0.06997
197.853	0.07498
198.232	0.07536
198.611	0.0717
198.99	0.0705
199.369	0.06964
199.748	0.07169
200.127	0.07109
200.506	0.07007
200.885	0.07336
201.264	0.07286
201.643	0.07129
202.022	0.0686
202.401	0.07084
202.779	0.06429
203.158	0.06462
203.537	0.06367
203.915	0.05696
204.294	0.05626
204.673	0.06033
205.051	0.05978
205.43	0.06076
205.808	0.06274
206.187	0.06256
206.565	0.06658
206.943	0.06433
207.322	0.06779
207.7	0.06629
208.078	0.06865
208.456	0.07022
208.835	0.07013
209.213	0.07091
209.591	0.07361
209.969	0.07567
210.347	0.07654
210.725	0.07519
211.103	0.07576
211.481	0.07349
211.859	0.07833
212.237	0.08144
212.614	0.07992
212.992	0.07916
213.37	0.07763
213.748	0.07555
214.125	0.07714
214.503	0.07883
214.881	0.08009
215.258	0.08487
215.636	0.08548
216.013	0.08218
216.391	0.08272
216.768	0.08298
217.145	0.08179
217.523	0.0776
217.9	0.07654
218.277	0.07649
218.655	0.07744
219.032	0.07524
219.409	0.07847
219.786	0.07636
220.163	0.07576
220.54	0.07937
220.917	0.07846
221.294	0.08096
221.671	0.0801
222.048	0.07912
222.425	0.07457
222.802	0.07599
223.179	0.0677
223.556	0.06933
223.932	0.06879
224.309	0.06824
224.686	0.06868
225.062	0.06909
225.439	0.07041
225.815	0.06704
226.192	0.06706
226.568	0.06626
226.945	0.06453
227.321	0.06591
227.698	0.07045
228.074	0.06817
228.45	0.06303
228.827	0.06097
229.203	0.05835
229.579	0.05796
229.955	0.05481
230.331	0.05417
230.707	0.04968
231.083	0.05672
231.46	0.05372
231.835	0.05356
232.211	0.05493
232.587	0.05692
232.963	0.06085
233.339	0.06085
233.715	0.06218
234.091	0.06247
234.466	0.06975
234.842	0.07385
235.218	0.07434
235.593	0.07606
235.969	0.07692
236.344	0.07929
236.72	0.08423
237.095	0.08373
237.471	0.08111
237.846	0.08406
238.222	0.08853
238.597	0.09231
238.972	0.08942
239.348	0.08783
239.723	0.09421
240.098	0.09696
240.473	0.09488
240.848	0.09275
241.223	0.09786
241.598	0.09761
241.973	0.09809
242.348	0.09434
242.723	0.09169
243.098	0.08958
243.473	0.0891
243.848	0.08782
244.223	0.09201
244.597	0.09199
244.972	0.09146
245.347	0.09733
245.721	0.09804
246.096	0.09622
246.47	0.096
246.845	0.09811
247.219	0.10092
247.594	0.09584
247.968	0.09085
248.343	0.08976
248.717	0.09016
249.091	0.08564
249.466	0.08883
249.84	0.08811
250.214	0.0876
250.588	0.08849
250.962	0.08772
251.336	0.08511
251.71	0.08896
252.084	0.09034
252.458	0.09175
252.832	0.09473
253.206	0.09242
253.58	0.09183
253.954	0.09351
254.328	0.09527
254.702	0.09413
255.075	0.09404
255.449	0.09533
255.823	0.09611
256.196	0.09538
256.57	0.09617
256.943	0.09775
257.317	0.09516
257.69	0.09547
